Display,Topic,Type,Answer Type,PMI System,PMI Code,Parent code,Date of Last Update
"Dementia (includes Alzheimer's, vascular, etc.)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_Dementia,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Epilepsy/seizure,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_EpilepsySeizure,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Insomnia,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_Insomnia,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Migraine headaches,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_MigraineHeadaches,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Multiple sclerosis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_MultipleSclerosis,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Muscular dystrophy,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_MuscularDystrophy,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Narcolepsy,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_Narcolepsy,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Neuropathy,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_Neuropathy,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Other types of headaches,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_OtherHeadaches,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Parkinson's disease,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_Parkinsons,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Restless legs syndrome,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherNervousCondition_RestlessLegsSyndrome,DiagnosedHealthCondition_FatherNervousCondition,4/24/2017
Allergies or hay fever,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_Allergies,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
Anemia (low number of red blood cells),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_Anemia,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
Hearing loss,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_HearingLoss,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
"Liver condition (e.g., cirrhosis)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_LiverCondition,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
Obesity,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_Obesity,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
Other,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_OtherCondition,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
Reactions to anesthesia (such as hyperthermia),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_ReactionsToAnesthesia,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
"Sickle cell disease, sickle cell trait, thalassemia",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_SickleCell,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
"Skin condition (e.g., eczema, psoriasis)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherOtherHealthCondition_SkinCondition,DiagnosedHealthCondition_FatherOtherHealthCondition,4/24/2017
Asthma,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherRespiratoryCondition_Asthma,DiagnosedHealthCondition_FatherRespiratoryCondition,4/24/2017
"Chronic lung disease (COPD, emphysema or bronchitis)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherRespiratoryCondition_ChronicLungDisease,DiagnosedHealthCondition_FatherRespiratoryCondition,4/24/2017
Sleep apnea,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherRespiratoryCondition_SleepApnea,DiagnosedHealthCondition_FatherRespiratoryCondition,4/24/2017
Fibromyalgia,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherSkeletalMuscularCondition_Fibromyalgia,DiagnosedHealthCondition_FatherSkeletalMuscularCondition,4/24/2017
Gout,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherSkeletalMuscularCondition_Gout,DiagnosedHealthCondition_FatherSkeletalMuscularCondition,4/24/2017
Osteoarthriris,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherSkeletalMuscularCondition_Osteoarthritis,DiagnosedHealthCondition_FatherSkeletalMuscularCondition,4/24/2017
Osteoporosis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherSkeletalMuscularCondition_Osteoporosis,DiagnosedHealthCondition_FatherSkeletalMuscularCondition,4/24/2017
Pseudogout,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherSkeletalMuscularCondition_Pseudogout,DiagnosedHealthCondition_FatherSkeletalMuscularCondition,4/24/2017
Rheumatoid arthritis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherSkeletalMuscularCondition_RheumatoidArthritis,DiagnosedHealthCondition_FatherSkeletalMuscularCondition,4/24/2017
Spine muscle or bone disorders,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherSkeletalMuscularCondition_SpineMuscleBone,DiagnosedHealthCondition_FatherSkeletalMuscularCondition,4/24/2017
Systemic Lupus,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherSkeletalMuscularCondition_SystemicLupus,DiagnosedHealthCondition_FatherSkeletalMuscularCondition,4/24/2017
Cataracts,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherVisionCondition_Cataracts,DiagnosedHealthCondition_FatherVisionCondition,4/24/2017
Glaucoma,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherVisionCondition_Glaucoma,DiagnosedHealthCondition_FatherVisionCondition,4/24/2017
Severe hearing loss or partial deafness in one or both ears,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherVisionCondition_HearingLoss,DiagnosedHealthCondition_FatherVisionCondition,4/24/2017
Macular degeneration,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,FatherVisionCondition_MacularDegeneration,DiagnosedHealthCondition_FatherVisionCondition,4/24/2017
Bladder cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_BladderCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Blood or soft tissue cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_BloodCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Bone Cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_BoneCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Brain cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_BrainCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Breast cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_BreastCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Cervical cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_CervicalCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Colon cancer/Rectal cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_ColonRectalCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Endocrine Cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_EndocrineCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Endometrial cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_EndometrialCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Esophageal cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_EsophagealCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Eye cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_EyeCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
"Head and neck (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_HeadNeckCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Kidney cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_KidneyCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Lung cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_LungCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Other cancer (Please specify: (free text answer)),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_OtherCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Ovarian Cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_OvarianCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Pancreatic cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_PancreaticCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Prostate cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_ProstateCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Skin cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_SkinCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Stomach cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_StomachCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Thyroid cancer,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCancerCondition_ThyroidCancer,DiagnosedHealthCondition_MotherCancerCondition,4/24/2017
Anemia,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_Anemia,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Aortic aneurysm,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_AorticAneurysm,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
"Atrial fibrillation (or a-fib) or atrial flutter (or a-flutter). (These conditions cause irregular, often fast, heart beats that can cause poor blood flow. A-fib and a-flutter are not the same as a heart murmur.)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_AtrialFibrilation,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Congestive heart failure,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_CongestiveHeartFailure,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Coronary artery/coronary heart disease (included angina),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_CoronaryArteryHeartDisease,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Heart attack,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_HeartAttack,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Heart Valve Disease,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_HeartValveDisease,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
High blood pressure (Hypertension),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_HighBloodPressure,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
High cholesterol,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_HighCholesterol,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Peripheral Vascular Disease,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_PeripheralVascularDisease,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Pulmonary embolism or deep vein thrombosis (DVT),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_PulmonaryEmbolismThrombosis,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Sickle Cell Disease,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_SickleCellDisease,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Stroke,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_Stroke,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
Sudden death,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherCirculatoryCondition_SuddenDeath,DiagnosedHealthCondition_MotherCirculatoryCondition,4/24/2017
No,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDiagnosisHistory_No,ParentHistory_MotherDiagnosisHistory,4/24/2017
"If so, which conditions? (Free Text)",Parent History,Question,text,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDiagnosisHistory_WhichConditions,ParentHistory_MotherDiagnosisHistory,4/24/2017
Yes,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDiagnosisHistory_Yes,ParentHistory_MotherDiagnosisHistory,4/24/2017
Acid reflux/GERD,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_AcidReflux,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Celiac Disease,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_CeliacDisease,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Colon polyps,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_ColonPolyps,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Crohn's disease,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_CrohnsDisease,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Diverticulitis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_Diverticulitis,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Gall Stones,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_GallStones,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Irritable bowel syndrome (IBS),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_IrritableBowelSyndrome,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
"Liver condition (e.g., cirrhosis)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_LiverCondition,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Peptic (stomach) ulcers,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_PepticUlcers,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Ulcerative colitis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherDigestiveCondition_UlcerativeColitis,DiagnosedHealthCondition_MotherDigestiveCondition,4/24/2017
Hyperthyroidism,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherEndocrineCondition_Hyperthyroidism,DiagnosedHealthCondition_MotherEndocrineCondition,4/24/2017
Hypothyroidism,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherEndocrineCondition_Hypothyroidism,DiagnosedHealthCondition_MotherEndocrineCondition,4/24/2017
Other/unknown diabetes (This includes gestational diabetes (diabetes during pregnancy) and borderline diabetes (pre-diabetes).),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherEndocrineCondition_OtherDiabetes,DiagnosedHealthCondition_MotherEndocrineCondition,4/24/2017
Other or unknown thyroid condition,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherEndocrineCondition_OtherThyroidCondition,DiagnosedHealthCondition_MotherEndocrineCondition,4/24/2017
"Type 1 diabetes (Type 1 diabetics do not produce enough insulin on their own, so they have get insulin injections. Type 1 diabetes used to be called juvenile onset diabetes.)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherEndocrineCondition_Type1Diabetes,DiagnosedHealthCondition_MotherEndocrineCondition,4/24/2017
"Type 2 diabetes (Type 1 diabetics do not produce enough insulin on their own, so they have get insulin injections. Type 1 diabetes used to be called juvenile onset diabetes.)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherEndocrineCondition_Type2Diabetes,DiagnosedHealthCondition_MotherEndocrineCondition,4/24/2017
Kidney disease,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherKidneyCondition_KidneyDisease,DiagnosedHealthCondition_MotherKidneyCondition,4/24/2017
Kidney stones,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherKidneyCondition_KidneyStones,DiagnosedHealthCondition_MotherKidneyCondition,4/24/2017
Addiction to alcohol or drugs,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherMentalCondition_Addiction,DiagnosedHealthCondition_MotherMentalCondition,4/24/2017
Alcohol use disorder,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherMentalCondition_AlcoholUse,DiagnosedHealthCondition_MotherMentalCondition,4/24/2017
Anxiety reaction/panic disorder,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherMentalCondition_AnxietyPanic,DiagnosedHealthCondition_MotherMentalCondition,4/24/2017
Autsm spectrum disorder,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherMentalCondition_Autism,DiagnosedHealthCondition_MotherMentalCondition,4/24/2017
Bipolar disorder,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherMentalCondition_Bipolar,DiagnosedHealthCondition_MotherMentalCondition,4/24/2017
Depression,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherMentalCondition_Depression,DiagnosedHealthCondition_MotherMentalCondition,4/24/2017
Drug use disorder,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherMentalCondition_DrugUse,DiagnosedHealthCondition_MotherMentalCondition,4/24/2017
Schizophrenia,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherMentalCondition_Schizophrenia,DiagnosedHealthCondition_MotherMentalCondition,4/24/2017
Amyotrophic lateral sclerosis (Lou Gehrig’s disease),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_AmyotrophicLateralSclerosis,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
"Dementia (includes Alzheimer's, vascular, etc.)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_Dementia,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Epilepsy/seizure,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_EpilepsySeizure,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Insomnia,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_Insomnia,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Migraine headaches,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_MigraineHeadaches,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Multiple sclerosis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_MultipleSclerosis,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Muscular dystrophy,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_MuscularDystrophy,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Narcolepsy,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_Narcolepsy,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Neuropathy,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_Neuropathy,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Other types of headaches,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_OtherHeadaches,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Parkinson's disease,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_Parkinsons,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Restless legs syndrome,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherNervousCondition_RestlessLegSyndrome,DiagnosedHealthCondition_MotherNervousCondition,4/24/2017
Allergies or hay fever,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_Allergies,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Anemia,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_Anemia,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Endometriosis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_Endometriosis,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Fibroids,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_Fibroids,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Hearing loss,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_HearingLoss,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
"Liver condition (e.g., cirrhosis)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_LiverCondition,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Obesity,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_Obesity,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Other,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_OtherCondition,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Polycystic Ovarian Syndrome,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_PolycysticOvarianSyndrome,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Reactions to anesthesia (such as hyperthermia),Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_ReactionToAnesthesia,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
"Sickle cell disease, sickle cell trait, thalassemia",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_SickleCell,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
"Skin condition (e.g., eczema, psoriasis)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherOtherHealthCondition_SkinCondition,DiagnosedHealthCondition_MotherOtherHealthCondition,4/24/2017
Asthma,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherRespiratoryCondition_Asthma,DiagnosedHealthCondition_MotherRespiratoryCondition,4/24/2017
"Chronic lung disease (COPD, emphysema or bronchitis)",Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherRespiratoryCondition_ChronicLungDisease,DiagnosedHealthCondition_MotherRespiratoryCondition,4/24/2017
Sleep apnea,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherRespiratoryCondition_SleepApnea,DiagnosedHealthCondition_MotherRespiratoryCondition,4/24/2017
Fibromyalgia,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherSkeletalMuscularCondition_Fibromyalgia,DiagnosedHealthCondition_MotherSkeletalMuscularCondition,4/24/2017
Gout,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherSkeletalMuscularCondition_Gout,DiagnosedHealthCondition_MotherSkeletalMuscularCondition,4/24/2017
Osteoarthriris,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherSkeletalMuscularCondition_Osteoarthritis,DiagnosedHealthCondition_MotherSkeletalMuscularCondition,4/24/2017
Osteoporosis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherSkeletalMuscularCondition_Osteoporosis,DiagnosedHealthCondition_MotherSkeletalMuscularCondition,4/24/2017
Pseudogout,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherSkeletalMuscularCondition_Pseudogout,DiagnosedHealthCondition_MotherSkeletalMuscularCondition,4/24/2017
Rheumatoid arthritis,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherSkeletalMuscularCondition_RheumatoidArthritis,DiagnosedHealthCondition_MotherSkeletalMuscularCondition,4/24/2017
Spine muscle or bone disorders,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherSkeletalMuscularCondition_SpineMuscleBone,DiagnosedHealthCondition_MotherSkeletalMuscularCondition,4/24/2017
Systemic Lupus,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherSkeletalMuscularCondition_SystemicLupus,DiagnosedHealthCondition_MotherSkeletalMuscularCondition,4/24/2017
Cataracts,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherVisionCondition_Cataracts,DiagnosedHealthCondition_MotherVisionCondition,4/24/2017
Glaucoma,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherVisionCondition_Glaucoma,DiagnosedHealthCondition_MotherVisionCondition,4/24/2017
Severe hearing loss or partial deafness in one or both ears,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherVisionCondition_HearingLoss,DiagnosedHealthCondition_MotherVisionCondition,4/24/2017
Macular degeneration,Parent History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,MotherVisionCondition_MacularDegeneration,DiagnosedHealthCondition_MotherVisionCondition,4/24/2017
"Cancer, other",Parent History,Question,text,http://terminology.pmi-ops.org/CodeSystem/ppi,OtherCancer_FatherFreeTextBox,FatherCancerCondition_OtherCancer,4/24/2017
